Date (UTC),Timestamp (UTC),Democratic,Donald Trump,Other,state
08-08-2024 00:00,1723075201,0.95,0.0355,0.0035,CO
08-15-2024 00:00,1723680002,0.95,0.044,0.0035,CO
08-22-2024 00:00,1724284802,0.952,0.047,0.003,CO
08-29-2024 00:00,1724889602,0.9545,0.0475,0.0015,CO
09-05-2024 00:00,1725494402,0.958,0.0415,0.0015,CO
09-12-2024 00:00,1726099202,0.9625,0.0345,0.002,CO
09-19-2024 00:00,1726704001,0.975,0.023,0.002,CO
09-26-2024 00:00,1727308802,0.975,0.0235,0.0015,CO
10-03-2024 00:00,1727913602,0.971,0.026,0.0045,CO
10-10-2024 00:00,1728518402,0.9665,0.0325,0.0015,CO
10-17-2024 00:00,1729123202,0.9405,0.052,0.0015,CO
10-24-2024 00:00,1729728003,0.9455,0.055,0.0025,CO
10-31-2024 00:00,1730332803,0.9585,0.041,0.0035,CO
11-04-2024 05:21,1730697662,0.969,0.025,0.0025,CO
04-04-2024 00:00,1712188803,0.915,0.085,0.006,HI
04-11-2024 00:00,1712793603,0.905,0.075,0.0105,HI
04-18-2024 00:00,1713398403,0.905,0.075,0.0105,HI
04-25-2024 00:00,1714003203,0.905,0.065,0.0265,HI
05-02-2024 00:00,1714608003,0.905,0.065,0.0265,HI
05-09-2024 00:00,1715212803,0.915,0.065,0.026,HI
05-16-2024 00:00,1715817604,0.915,0.06,0.03,HI
05-23-2024 00:00,1716422403,0.915,0.055,0.03,HI
05-30-2024 00:00,1717027203,0.915,0.055,0.0325,HI
06-06-2024 00:00,1717632003,0.915,0.045,0.0325,HI
06-13-2024 00:00,1718236803,0.915,0.045,0.0335,HI
06-20-2024 00:00,1718841604,0.925,0.045,0.0315,HI
06-27-2024 00:00,1719446402,0.925,0.045,0.0315,HI
07-04-2024 00:00,1720051203,0.915,0.0485,0.0335,HI
07-11-2024 00:00,1720656003,0.92,0.0455,0.0325,HI
07-18-2024 00:00,1721260802,0.935,0.052,0.0065,HI
07-25-2024 00:00,1721865601,0.935,0.0575,0.0145,HI
08-01-2024 00:00,1722470402,0.935,0.054,0.017,HI
08-08-2024 00:00,1723075201,0.965,0.039,0.008,HI
08-15-2024 00:00,1723680002,0.969,0.0275,0.0035,HI
08-22-2024 00:00,1724284802,0.973,0.025,0.0025,HI
08-29-2024 00:00,1724889602,0.9725,0.0275,0.002,HI
09-05-2024 00:00,1725494402,0.9735,0.0265,0.0015,HI
09-12-2024 00:00,1726099202,0.9745,0.0215,0.004,HI
09-19-2024 00:00,1726704001,0.974,0.022,0.004,HI
09-26-2024 00:00,1727308802,0.9755,0.0215,0.0045,HI
10-03-2024 00:00,1727913602,0.974,0.018,0.0065,HI
10-10-2024 00:00,1728518402,0.9785,0.0175,0.0045,HI
10-17-2024 00:00,1729123202,0.9725,0.024,0.0065,HI
10-24-2024 00:00,1729728003,0.9735,0.02,0.002,HI
10-31-2024 00:00,1730332803,0.977,0.0225,0.0015,HI
11-04-2024 06:01,1730700062,0.976,0.028,0.0005,HI
04-04-2024 00:00,1712188803,0.915,0.085,0.003,MA
04-11-2024 00:00,1712793603,0.905,0.075,0.01,MA
04-18-2024 00:00,1713398403,0.905,0.075,0.01,MA
04-25-2024 00:00,1714003203,0.905,0.075,0.0105,MA
05-02-2024 00:00,1714608003,0.915,0.075,0.0105,MA
05-09-2024 00:00,1715212803,0.925,0.065,0.01,MA
05-16-2024 00:00,1715817604,0.925,0.065,0.0105,MA
05-23-2024 00:00,1716422403,0.925,0.065,0.0105,MA
05-30-2024 00:00,1717027203,0.925,0.065,0.0105,MA
06-06-2024 00:00,1717632003,0.925,0.065,0.0105,MA
06-13-2024 00:00,1718236803,0.925,0.065,0.011,MA
06-20-2024 00:00,1718841604,0.925,0.065,0.011,MA
06-27-2024 00:00,1719446402,0.925,0.065,0.011,MA
07-04-2024 00:00,1720051203,0.935,0.055,0.011,MA
07-11-2024 00:00,1720656003,0.935,0.055,0.01,MA
07-18-2024 00:00,1721260802,0.935,0.065,0.0085,MA
07-25-2024 00:00,1721865601,0.935,0.065,0.0085,MA
08-01-2024 00:00,1722470402,0.945,0.035,0.0085,MA
08-08-2024 00:00,1723075201,0.958,0.0275,0.006,MA
08-15-2024 00:00,1723680002,0.971,0.024,0.0095,MA
08-22-2024 00:00,1724284802,0.977,0.02,0.0045,MA
08-29-2024 00:00,1724889602,0.9775,0.0175,0.003,MA
09-05-2024 00:00,1725494402,0.9795,0.0185,0.0035,MA
09-12-2024 00:00,1726099202,0.9795,0.017,0.003,MA
09-19-2024 00:00,1726704001,0.9795,0.017,0.0035,MA
09-26-2024 00:00,1727308802,0.9795,0.018,0.003,MA
10-03-2024 00:00,1727913602,0.9815,0.0165,0.0025,MA
10-10-2024 00:00,1728518402,0.985,0.0145,0.0015,MA
10-17-2024 00:00,1729123202,0.99,0.008,0.0035,MA
10-24-2024 00:00,1729728003,0.9885,0.0115,0.0015,MA
10-31-2024 00:00,1730332803,0.983,0.016,0.0025,MA
11-04-2024 05:31,1730698262,0.99,0.011,0.002,MA
04-04-2024 00:00,1712188803,0.905,0.095,0.0045,WA
04-11-2024 00:00,1712793603,0.905,0.075,0.0085,WA
04-18-2024 00:00,1713398403,0.905,0.075,0.009,WA
04-25-2024 00:00,1714003203,0.905,0.075,0.009,WA
05-02-2024 00:00,1714608003,0.905,0.075,0.0095,WA
05-09-2024 00:00,1715212803,0.925,0.065,0.0095,WA
05-16-2024 00:00,1715817604,0.925,0.065,0.0095,WA
05-23-2024 00:00,1716422403,0.925,0.065,0.0095,WA
05-30-2024 00:00,1717027203,0.925,0.065,0.0095,WA
06-06-2024 00:00,1717632003,0.925,0.065,0.0095,WA
06-13-2024 00:00,1718236803,0.925,0.065,0.0085,WA
06-20-2024 00:00,1718841604,0.925,0.065,0.008,WA
06-27-2024 00:00,1719446402,0.925,0.055,0.008,WA
07-04-2024 00:00,1720051203,0.967,0.0355,0.0055,WA
07-11-2024 00:00,1720656003,0.9625,0.0375,0.0045,WA
07-18-2024 00:00,1721260802,0.9435,0.057,0.0025,WA
07-25-2024 00:00,1721865601,0.934,0.041,0.0055,WA
08-01-2024 00:00,1722470402,0.937,0.045,0.0065,WA
08-08-2024 00:00,1723075201,0.9575,0.0305,0.0045,WA
08-15-2024 00:00,1723680002,0.968,0.0315,0.0045,WA
08-22-2024 00:00,1724284802,0.964,0.032,0.0035,WA
08-29-2024 00:00,1724889602,0.9645,0.0265,0.0015,WA
09-05-2024 00:00,1725494402,0.965,0.026,0.0015,WA
09-12-2024 00:00,1726099202,0.9615,0.026,0.002,WA
09-19-2024 00:00,1726704001,0.9645,0.018,0.0045,WA
09-26-2024 00:00,1727308802,0.9725,0.0175,0.0045,WA
10-03-2024 00:00,1727913602,0.9725,0.0155,0.005,WA
10-10-2024 00:00,1728518402,0.9805,0.0075,0.0045,WA
10-17-2024 00:00,1729123202,0.978,0.012,0.0045,WA
10-24-2024 00:00,1729728003,0.985,0.0145,0.004,WA
10-31-2024 00:00,1730332803,0.9805,0.0175,0.0025,WA
11-04-2024 06:26,1730701562,0.986,0.013,0.0025,WA
04-04-2024 00:00,1712188803,0.08,0.915,0.0115,AR
04-11-2024 00:00,1712793603,0.075,0.915,0.016,AR
04-18-2024 00:00,1713398403,0.075,0.905,0.0115,AR
04-25-2024 00:00,1714003203,0.075,0.905,0.0115,AR
05-02-2024 00:00,1714608003,0.075,0.905,0.0115,AR
05-09-2024 00:00,1715212803,0.065,0.915,0.0115,AR
05-16-2024 00:00,1715817604,0.065,0.915,0.011,AR
05-23-2024 00:00,1716422403,0.065,0.915,0.0105,AR
05-30-2024 00:00,1717027203,0.065,0.915,0.0105,AR
06-06-2024 00:00,1717632003,0.065,0.925,0.0105,AR
06-13-2024 00:00,1718236803,0.065,0.925,0.0105,AR
06-20-2024 00:00,1718841604,0.065,0.925,0.0105,AR
06-27-2024 00:00,1719446402,0.065,0.925,0.0105,AR
07-04-2024 00:00,1720051203,0.045,0.945,0.008,AR
07-11-2024 00:00,1720656003,0.045,0.955,0.008,AR
07-18-2024 00:00,1721260802,0.045,0.955,0.008,AR
07-25-2024 00:00,1721865601,0.045,0.945,0.008,AR
08-01-2024 00:00,1722470402,0.0395,0.95,0.008,AR
08-08-2024 00:00,1723075201,0.035,0.9585,0.0065,AR
08-15-2024 00:00,1723680002,0.0285,0.9645,0.007,AR
08-22-2024 00:00,1724284802,0.028,0.963,0.004,AR
08-29-2024 00:00,1724889602,0.0225,0.976,0.0035,AR
09-05-2024 00:00,1725494402,0.0215,0.9775,0.0025,AR
09-12-2024 00:00,1726099202,0.0215,0.9775,0.003,AR
09-19-2024 00:00,1726704001,0.022,0.977,0.003,AR
09-26-2024 00:00,1727308802,0.021,0.977,0.0035,AR
10-03-2024 00:00,1727913602,0.0105,0.985,0.0035,AR
10-10-2024 00:00,1728518402,0.0055,0.9845,0.003,AR
10-17-2024 00:00,1729123202,0.0055,0.9795,0.0025,AR
10-24-2024 00:00,1729728003,0.0055,0.987,0.0035,AR
10-31-2024 00:00,1730332803,0.005,0.987,0.0035,AR
11-04-2024 05:56,1730699762,0.0035,0.996,0.0015,AR
04-04-2024 00:00,1712188803,0.085,0.915,0.007,UT
04-11-2024 00:00,1712793603,0.075,0.905,0.011,UT
04-18-2024 00:00,1713398403,0.075,0.905,0.011,UT
04-25-2024 00:00,1714003203,0.075,0.905,0.0115,UT
05-02-2024 00:00,1714608003,0.075,0.905,0.0115,UT
05-09-2024 00:00,1715212803,0.065,0.905,0.012,UT
05-16-2024 00:00,1715817604,0.065,0.905,0.012,UT
05-23-2024 00:00,1716422403,0.055,0.94,0.0115,UT
05-30-2024 00:00,1717027203,0.055,0.945,0.012,UT
06-06-2024 00:00,1717632003,0.045,0.955,0.0115,UT
06-13-2024 00:00,1718236803,0.045,0.955,0.011,UT
06-20-2024 00:00,1718841604,0.045,0.955,0.011,UT
06-27-2024 00:00,1719446402,0.045,0.95,0.011,UT
07-04-2024 00:00,1720051203,0.035,0.95,0.0085,UT
07-11-2024 00:00,1720656003,0.038,0.95,0.01,UT
07-18-2024 00:00,1721260802,0.043,0.935,0.012,UT
07-25-2024 00:00,1721865601,0.0435,0.935,0.011,UT
08-01-2024 00:00,1722470402,0.0465,0.935,0.014,UT
08-08-2024 00:00,1723075201,0.043,0.965,0.009,UT
08-15-2024 00:00,1723680002,0.034,0.9605,0.0055,UT
08-22-2024 00:00,1724284802,0.0335,0.9585,0.0125,UT
08-29-2024 00:00,1724889602,0.0245,0.963,0.009,UT
09-05-2024 00:00,1725494402,0.0235,0.9675,0.0085,UT
09-12-2024 00:00,1726099202,0.0225,0.9715,0.008,UT
09-19-2024 00:00,1726704001,0.022,0.9745,0.0065,UT
09-26-2024 00:00,1727308802,0.022,0.9735,0.006,UT
10-03-2024 00:00,1727913602,0.0175,0.974,0.0045,UT
10-10-2024 00:00,1728518402,0.013,0.979,0.0065,UT
10-17-2024 00:00,1729123202,0.0105,0.971,0.0035,UT
10-24-2024 00:00,1729728003,0.008,0.9765,0.0075,UT
10-31-2024 00:00,1730332803,0.008,0.9795,0.007,UT
11-04-2024 06:22,1730701322,0.0045,0.9815,0.0095,UT
03-14-2024 00:00,1710374403,0.295,0.705,0.006,NC
03-21-2024 00:00,1710979203,0.295,0.705,0.0065,NC
03-28-2024 00:00,1711584003,0.295,0.705,0.0065,NC
04-04-2024 00:00,1712188803,0.295,0.705,0.006,NC
04-11-2024 00:00,1712793603,0.275,0.695,0.0095,NC
04-18-2024 00:00,1713398403,0.275,0.695,0.0095,NC
04-25-2024 00:00,1714003203,0.275,0.695,0.01,NC
05-02-2024 00:00,1714608003,0.275,0.71,0.0105,NC
05-09-2024 00:00,1715212803,0.275,0.705,0.01,NC
05-16-2024 00:00,1715817604,0.235,0.75,0.01,NC
05-23-2024 00:00,1716422403,0.235,0.755,0.01,NC
05-30-2024 00:00,1717027203,0.235,0.745,0.01,NC
06-06-2024 00:00,1717632003,0.225,0.775,0.01,NC
06-13-2024 00:00,1718236803,0.22,0.775,0.01,NC
06-20-2024 00:00,1718841604,0.22,0.775,0.0105,NC
06-27-2024 00:00,1719446402,0.17,0.81,0.01,NC
07-04-2024 00:00,1720051203,0.175,0.815,0.0095,NC
07-11-2024 00:00,1720656003,0.215,0.775,0.008,NC
07-18-2024 00:00,1721260802,0.18,0.805,0.0065,NC
07-25-2024 00:00,1721865601,0.31,0.695,0.0045,NC
08-01-2024 00:00,1722470402,0.29,0.715,0.004,NC
08-08-2024 00:00,1723075201,0.32,0.68,0.0035,NC
08-15-2024 00:00,1723680002,0.385,0.615,0.0055,NC
08-22-2024 00:00,1724284802,0.365,0.625,0.0035,NC
08-29-2024 00:00,1724889602,0.395,0.605,0.0015,NC
09-05-2024 00:00,1725494402,0.395,0.605,0.0015,NC
09-12-2024 00:00,1726099202,0.435,0.555,0.0015,NC
09-19-2024 00:00,1726704001,0.43,0.575,0.0015,NC
09-26-2024 00:00,1727308802,0.435,0.565,0.0015,NC
10-03-2024 00:00,1727913602,0.425,0.575,0.0015,NC
10-10-2024 00:00,1728518402,0.395,0.605,0.002,NC
10-17-2024 00:00,1729123202,0.365,0.63,0.002,NC
10-24-2024 00:00,1729728003,0.3,0.7,0.0015,NC
10-31-2024 00:00,1730332803,0.27,0.73,0.0005,NC
11-04-2024 05:36,1730698562,0.36,0.645,0.0005,NC
04-04-2024 00:00,1712188803,0.915,0.085,0.008,MD
04-11-2024 00:00,1712793603,0.905,0.075,0.009,MD
04-18-2024 00:00,1713398403,0.905,0.075,0.0095,MD
04-25-2024 00:00,1714003203,0.905,0.075,0.02,MD
05-02-2024 00:00,1714608003,0.915,0.065,0.02,MD
05-09-2024 00:00,1715212803,0.925,0.065,0.0195,MD
05-16-2024 00:00,1715817604,0.925,0.065,0.02,MD
05-23-2024 00:00,1716422403,0.925,0.065,0.02,MD
05-30-2024 00:00,1717027203,0.925,0.065,0.02,MD
06-06-2024 00:00,1717632003,0.925,0.065,0.0145,MD
06-13-2024 00:00,1718236803,0.925,0.055,0.0145,MD
06-20-2024 00:00,1718841604,0.925,0.055,0.0155,MD
06-27-2024 00:00,1719446402,0.925,0.055,0.0155,MD
07-04-2024 00:00,1720051203,0.974,0.0245,0.0085,MD
07-11-2024 00:00,1720656003,0.975,0.025,0.0075,MD
07-18-2024 00:00,1721260802,0.9515,0.052,0.0025,MD
07-25-2024 00:00,1721865601,0.942,0.057,0.0015,MD
08-01-2024 00:00,1722470402,0.938,0.0555,0.0025,MD
08-08-2024 00:00,1723075201,0.969,0.0275,0.0025,MD
08-15-2024 00:00,1723680002,0.969,0.029,0.0025,MD
08-22-2024 00:00,1724284802,0.9725,0.0255,0.0035,MD
08-29-2024 00:00,1724889602,0.978,0.0205,0.002,MD
09-05-2024 00:00,1725494402,0.9795,0.019,0.002,MD
09-12-2024 00:00,1726099202,0.98,0.0185,0.003,MD
09-19-2024 00:00,1726704001,0.977,0.016,0.0035,MD
09-26-2024 00:00,1727308802,0.978,0.0145,0.004,MD
10-03-2024 00:00,1727913602,0.9795,0.0115,0.003,MD
10-10-2024 00:00,1728518402,0.9805,0.008,0.004,MD
10-17-2024 00:00,1729123202,0.9795,0.0045,0.003,MD
10-24-2024 00:00,1729728003,0.987,0.0105,0.0015,MD
10-31-2024 00:00,1730332803,0.9775,0.019,0.0025,MD
11-04-2024 06:06,1730700362,0.988,0.0115,0.0015,MD
03-21-2024 00:00,1710979203,0.11,0.89,0.005,TX
03-28-2024 00:00,1711584003,0.115,0.895,0.0055,TX
04-04-2024 00:00,1712188803,0.105,0.885,0.008,TX
04-11-2024 00:00,1712793603,0.115,0.875,0.011,TX
04-18-2024 00:00,1713398403,0.115,0.875,0.0115,TX
04-25-2024 00:00,1714003203,0.115,0.875,0.0115,TX
05-02-2024 00:00,1714608003,0.115,0.875,0.0115,TX
05-09-2024 00:00,1715212803,0.105,0.895,0.01,TX
05-16-2024 00:00,1715817604,0.105,0.895,0.01,TX
05-23-2024 00:00,1716422403,0.105,0.895,0.01,TX
05-30-2024 00:00,1717027203,0.105,0.885,0.011,TX
06-06-2024 00:00,1717632003,0.105,0.89,0.0105,TX
06-13-2024 00:00,1718236803,0.105,0.895,0.0105,TX
06-20-2024 00:00,1718841604,0.105,0.89,0.0125,TX
06-27-2024 00:00,1719446402,0.105,0.895,0.0105,TX
07-04-2024 00:00,1720051203,0.105,0.895,0.01,TX
07-11-2024 00:00,1720656003,0.095,0.905,0.0095,TX
07-18-2024 00:00,1721260802,0.085,0.915,0.0065,TX
07-25-2024 00:00,1721865601,0.085,0.915,0.0025,TX
08-01-2024 00:00,1722470402,0.105,0.895,0.0045,TX
08-08-2024 00:00,1723075201,0.105,0.895,0.0025,TX
08-15-2024 00:00,1723680002,0.12,0.875,0.0025,TX
08-22-2024 00:00,1724284802,0.14,0.865,0.004,TX
08-29-2024 00:00,1724889602,0.155,0.845,0.0015,TX
09-05-2024 00:00,1725494402,0.12,0.88,0.0015,TX
09-12-2024 00:00,1726099202,0.145,0.855,0.0015,TX
09-19-2024 00:00,1726704001,0.125,0.875,0.0015,TX
09-26-2024 00:00,1727308802,0.115,0.88,0.0015,TX
10-03-2024 00:00,1727913602,0.115,0.88,0.0035,TX
10-10-2024 00:00,1728518402,0.105,0.895,0.0015,TX
10-17-2024 00:00,1729123202,0.095,0.905,0.002,TX
10-24-2024 00:00,1729728003,0.065,0.94,0.0015,TX
10-31-2024 00:00,1730332803,0.055,0.945,0.0005,TX
11-04-2024 05:44,1730699042,0.08,0.915,0.0005,TX
04-04-2024 00:00,1712188803,0.075,0.925,0.0085,AL
04-11-2024 00:00,1712793603,0.065,0.915,0.01,AL
04-18-2024 00:00,1713398403,0.065,0.915,0.012,AL
04-25-2024 00:00,1714003203,0.065,0.91,0.0125,AL
05-02-2024 00:00,1714608003,0.065,0.905,0.013,AL
05-09-2024 00:00,1715212803,0.055,0.925,0.0125,AL
05-16-2024 00:00,1715817604,0.055,0.925,0.013,AL
05-23-2024 00:00,1716422403,0.055,0.925,0.0125,AL
05-30-2024 00:00,1717027203,0.055,0.925,0.0125,AL
06-06-2024 00:00,1717632003,0.055,0.925,0.0125,AL
06-13-2024 00:00,1718236803,0.055,0.925,0.0125,AL
06-20-2024 00:00,1718841604,0.055,0.925,0.0125,AL
06-27-2024 00:00,1719446402,0.055,0.925,0.0125,AL
07-04-2024 00:00,1720051203,0.019,0.955,0.0125,AL
07-11-2024 00:00,1720656003,0.02,0.955,0.0125,AL
07-18-2024 00:00,1721260802,0.0205,0.9655,0.0115,AL
07-25-2024 00:00,1721865601,0.025,0.951,0.01,AL
08-01-2024 00:00,1722470402,0.026,0.9555,0.0125,AL
08-08-2024 00:00,1723075201,0.0215,0.9615,0.0075,AL
08-15-2024 00:00,1723680002,0.022,0.9675,0.009,AL
08-22-2024 00:00,1724284802,0.019,0.978,0.005,AL
08-29-2024 00:00,1724889602,0.0185,0.977,0.0045,AL
09-05-2024 00:00,1725494402,0.0185,0.9775,0.0055,AL
09-12-2024 00:00,1726099202,0.017,0.978,0.0045,AL
09-19-2024 00:00,1726704001,0.0175,0.978,0.004,AL
09-26-2024 00:00,1727308802,0.0175,0.978,0.005,AL
10-03-2024 00:00,1727913602,0.0125,0.9785,0.004,AL
10-10-2024 00:00,1728518402,0.01,0.9765,0.004,AL
10-17-2024 00:00,1729123202,0.009,0.972,0.0035,AL
10-24-2024 00:00,1729728003,0.0045,0.9885,0.003,AL
10-31-2024 00:00,1730332803,0.0065,0.987,0.002,AL
11-04-2024 05:16,1730697362,0.005,0.986,0.002,AL
04-04-2024 00:00,1712188803,0.905,0.085,0.0135,RI
04-11-2024 00:00,1712793603,0.905,0.085,0.011,RI
04-18-2024 00:00,1713398403,0.905,0.085,0.011,RI
04-25-2024 00:00,1714003203,0.905,0.085,0.0115,RI
05-02-2024 00:00,1714608003,0.905,0.075,0.011,RI
05-09-2024 00:00,1715212803,0.915,0.075,0.0105,RI
05-16-2024 00:00,1715817604,0.915,0.075,0.011,RI
05-23-2024 00:00,1716422403,0.915,0.075,0.011,RI
05-30-2024 00:00,1717027203,0.915,0.075,0.011,RI
06-06-2024 00:00,1717632003,0.915,0.075,0.011,RI
06-13-2024 00:00,1718236803,0.915,0.075,0.011,RI
06-20-2024 00:00,1718841604,0.915,0.075,0.011,RI
06-27-2024 00:00,1719446402,0.915,0.075,0.011,RI
07-04-2024 00:00,1720051203,0.915,0.075,0.011,RI
07-11-2024 00:00,1720656003,0.91,0.08,0.007,RI
07-18-2024 00:00,1721260802,0.925,0.075,0.006,RI
07-25-2024 00:00,1721865601,0.935,0.065,0.0045,RI
08-01-2024 00:00,1722470402,0.935,0.055,0.0045,RI
08-08-2024 00:00,1723075201,0.945,0.055,0.0055,RI
08-15-2024 00:00,1723680002,0.96,0.0375,0.008,RI
08-22-2024 00:00,1724284802,0.9665,0.0285,0.0095,RI
08-29-2024 00:00,1724889602,0.9675,0.026,0.004,RI
09-05-2024 00:00,1725494402,0.978,0.0215,0.003,RI
09-12-2024 00:00,1726099202,0.977,0.0215,0.003,RI
09-19-2024 00:00,1726704001,0.9745,0.021,0.003,RI
09-26-2024 00:00,1727308802,0.9755,0.0195,0.0025,RI
10-03-2024 00:00,1727913602,0.9785,0.017,0.003,RI
10-10-2024 00:00,1728518402,0.9815,0.011,0.003,RI
10-17-2024 00:00,1729123202,0.744,0.011,0.0025,RI
10-24-2024 00:00,1729728003,0.977,0.0175,0.002,RI
10-31-2024 00:00,1730332803,0.9775,0.0175,0.002,RI
11-04-2024 06:39,1730702342,0.987,0.0125,0.002,RI
03-14-2024 00:00,1710374403,0.505,0.485,0.005,MI
03-21-2024 00:00,1710979203,0.505,0.485,0.0055,MI
03-28-2024 00:00,1711584003,0.505,0.485,0.006,MI
04-04-2024 00:00,1712188803,0.505,0.485,0.006,MI
04-11-2024 00:00,1712793603,0.56,0.425,0.01,MI
04-18-2024 00:00,1713398403,0.56,0.43,0.01,MI
04-25-2024 00:00,1714003203,0.555,0.435,0.011,MI
05-02-2024 00:00,1714608003,0.535,0.435,0.0125,MI
05-09-2024 00:00,1715212803,0.535,0.435,0.011,MI
05-16-2024 00:00,1715817604,0.515,0.47,0.021,MI
05-23-2024 00:00,1716422403,0.515,0.45,0.022,MI
05-30-2024 00:00,1717027203,0.51,0.45,0.0405,MI
06-06-2024 00:00,1717632003,0.515,0.445,0.0405,MI
06-13-2024 00:00,1718236803,0.515,0.445,0.0405,MI
06-20-2024 00:00,1718841604,0.51,0.445,0.046,MI
06-27-2024 00:00,1719446402,0.515,0.45,0.034,MI
07-04-2024 00:00,1720051203,0.42,0.55,0.015,MI
07-11-2024 00:00,1720656003,0.455,0.52,0.017,MI
07-18-2024 00:00,1721260802,0.395,0.595,0.011,MI
07-25-2024 00:00,1721865601,0.495,0.5,0.006,MI
08-01-2024 00:00,1722470402,0.515,0.485,0.0025,MI
08-08-2024 00:00,1723075201,0.61,0.385,0.0025,MI
08-15-2024 00:00,1723680002,0.665,0.335,0.0025,MI
08-22-2024 00:00,1724284802,0.605,0.395,0.0035,MI
08-29-2024 00:00,1724889602,0.615,0.385,0.0025,MI
09-05-2024 00:00,1725494402,0.585,0.41,0.0015,MI
09-12-2024 00:00,1726099202,0.575,0.425,0.0015,MI
09-19-2024 00:00,1726704001,0.595,0.395,0.0015,MI
09-26-2024 00:00,1727308802,0.655,0.335,0.0015,MI
10-03-2024 00:00,1727913602,0.635,0.365,0.0025,MI
10-10-2024 00:00,1728518402,0.495,0.5,0.0015,MI
10-17-2024 00:00,1729123202,0.445,0.555,0.0015,MI
10-24-2024 00:00,1729728003,0.445,0.555,0.0005,MI
10-31-2024 00:00,1730332803,0.51,0.49,0.0005,MI
11-04-2024 06:50,1730703003,0.6,0.395,0.0005,MI
04-04-2024 00:00,1712188803,0.915,0.085,0.0065,CT
04-11-2024 00:00,1712793603,0.915,0.075,0.0115,CT
04-18-2024 00:00,1713398403,0.905,0.075,0.0115,CT
04-25-2024 00:00,1714003203,0.905,0.075,0.012,CT
05-02-2024 00:00,1714608003,0.905,0.075,0.012,CT
05-09-2024 00:00,1715212803,0.915,0.065,0.012,CT
05-16-2024 00:00,1715817604,0.915,0.07,0.0125,CT
05-23-2024 00:00,1716422403,0.915,0.065,0.0125,CT
05-30-2024 00:00,1717027203,0.915,0.07,0.0125,CT
06-06-2024 00:00,1717632003,0.915,0.075,0.0125,CT
06-13-2024 00:00,1718236803,0.915,0.075,0.0125,CT
06-20-2024 00:00,1718841604,0.915,0.075,0.0125,CT
06-27-2024 00:00,1719446402,0.915,0.075,0.0125,CT
07-04-2024 00:00,1720051203,0.925,0.065,0.012,CT
07-11-2024 00:00,1720656003,0.925,0.065,0.0115,CT
07-18-2024 00:00,1721260802,0.925,0.07,0.0105,CT
07-25-2024 00:00,1721865601,0.925,0.075,0.011,CT
08-01-2024 00:00,1722470402,0.925,0.065,0.0125,CT
08-08-2024 00:00,1723075201,0.955,0.045,0.0035,CT
08-15-2024 00:00,1723680002,0.962,0.034,0.0105,CT
08-22-2024 00:00,1724284802,0.9735,0.024,0.0035,CT
08-29-2024 00:00,1724889602,0.975,0.0205,0.0025,CT
09-05-2024 00:00,1725494402,0.977,0.0205,0.002,CT
09-12-2024 00:00,1726099202,0.9765,0.0205,0.0025,CT
09-19-2024 00:00,1726704001,0.977,0.0195,0.0025,CT
09-26-2024 00:00,1727308802,0.976,0.0155,0.0025,CT
10-03-2024 00:00,1727913602,0.9775,0.0145,0.0025,CT
10-10-2024 00:00,1728518402,0.983,0.01,0.002,CT
10-17-2024 00:00,1729123202,0.9815,0.0085,0.002,CT
10-24-2024 00:00,1729728003,0.9805,0.0155,0.002,CT
10-31-2024 00:00,1730332803,0.981,0.0155,0.003,CT
11-04-2024 05:48,1730699282,0.985,0.0145,0.0035,CT
